"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASVa7ce3476","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__"
"ASV6a43ab9b","k__Bacteria","p__Bacillota","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Megamonas","s__"
"ASV2f2d2f70","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASVa6183df3","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Terrisporobacter","s__"
"ASV4b4d93d2","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__gallolyticus"
"ASV5d4fc869","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Leyella","s__"
"ASVb7630bfc","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Candidatus Soleaferrea","s__"
"ASVf6134ec0","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__"
"ASVc0fe75c2","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV1b4ecfa4","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","s__"
"ASV7bada29d","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__","s__"
"ASV0f16714a","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__"
"ASVecb927a2","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__"
"ASVc2eacaf4","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Ligilactobacillus","s__"
"ASV410360fd","k__Bacteria","p__Bacillota","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Mitsuokella","s__"
"ASV404cdffe","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASVa924b932","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__p-2534-18B5 gut group","g__","s__"
"ASV4775a207","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NK4A214 group","s__"
"ASV77f25bff","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV42e0a8cd","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Thomasclavelia","s__"
"ASV33ea535d","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASVb7d9a6be","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Succinivibrionaceae","g__Succinivibrio","s__"
"ASV89497911","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__"
"ASV9c71e816","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASVf848415a","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASVdea8dbf7","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV5ee63c30","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","s__faecium"
"ASV078c88ad","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__"
"ASV38b989a7","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Intestinibacter","s__"
"ASVf68e5761","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__"
"ASV4599bbf4","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__timonensis"
"ASV8a629f69","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Leyella","s__"
"ASV9c006847","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__"
"ASV786c9756","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospira","s__"
"ASVa4926d81","k__Bacteria","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__","s__"
"ASV2384d2ba","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASVdda265f6","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV1600508a","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Flavonifractor","s__"
"ASV984a3ed1","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV5b760cfb","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Faecalicatena","s__"
"ASV61a5fbed","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV8c882002","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__merdae"
"ASV68958003","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__"
"ASV3bdf3e8a","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__amylovorus"
"ASV1bf209a1","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnoclostridium","s__"
"ASVa7ad04f8","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV39862a8b","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__distasonis"
"ASV0259fbfb","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__coprophilus"
"ASV4cf96431","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","s__"
"ASV19c51bab","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASVc52aa65a","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__delbrueckii"
"ASVe990d814","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__"
"ASV19767110","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NK4A214 group","s__"
"ASV9ba3b383","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASVdf86808c","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia-Shigella","s__coli"
"ASVe3318af4","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV9f64473e","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__berlinense"
"ASVcc4eddb4","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__[Eubacterium] siraeum group","s__"
"ASV448b9abf","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Faecalicoccus","s__pleomorphus"
"ASV806e9af3","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NK4A214 group","s__"
"ASV20613ceb","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV33bae4c4","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family XIII AD3011 group","s__"
"ASV9657c53d","k__Bacteria","p__Bacillota","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Mitsuokella","s__"
"ASVae7d8efd","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV8f9c7de6","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family XIII AD3011 group","s__"
"ASV36066adb","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Xylanibacter","s__"
"ASVf5f9b336","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASV42e28754","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__merdae"
"ASVacde1c8b","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__"
"ASV516d45ce","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Catenibacterium","s__mitsuokai"
"ASV91873e0c","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASV7ca77f82","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"ASVf674f8d9","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV1bfe35a5","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__"
"ASVa7ff5f97","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae NK4A136 group","s__"
"ASVbbe0d1a9","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","s__catus"
"ASVd5378f36","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV91b8ee65","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Eubacterium","s__callanderi"
"ASVe934f8d9","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__septicum"
"ASV5b30c00b","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae AC2044 group","s__"
"ASV04e6c057","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__piger"
"ASV636ed399","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruthenibacterium","s__"
"ASVa6da3d84","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASV31011deb","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASV3a64763a","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillospira","s__"
"ASV0c616295","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Mediterraneibacter","s__"
"ASVf3cb2570","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillospira","s__"
"ASVfa8f7015","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillospira","s__"
"ASVceea264c","k__Bacteria","p__Thermodesulfobacteriota","c__Desulfuromonadia","o__Bradymonadales","f__","g__","s__"
"ASVb2dc500a","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family XIII AD3011 group","s__"
"ASV4c743a1a","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__uniformis"
"ASV96c5dfec","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","s__catus"
"ASVdc8c0426","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Paludicola","s__"
"ASVebb209e9","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVbe6b6a76","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-007","s__"
"ASV602f7609","k__Bacteria","p__Bacillota","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Veillonella","s__"
"ASVdb7195da","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV06c37d40","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Anaerorhabdus","s__"
"ASV88af0aca","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV8916bb79","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV63199362","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASVd5f53876","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASVfc52567c","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASVfe018624","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","s__eutactus"
"ASV5cee3eb0","k__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter","s__canadensis"
"ASV60cad6c7","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Terrisporobacter","s__"
"ASVf0c13598","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Solobacterium","s__"
"ASVbf095582","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV9b0db2b0","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__prausnitzii"
"ASV10572ced","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV8bdc96b8","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASVda4f32b5","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASVbbaa4e56","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Turicibacter","s__"
"ASV13880042","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","s__"
"ASV4615eb1e","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NK4A214 group","s__"
"ASVd46cf3f8","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV9771229c","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Ligilactobacillus","s__"
"ASV63fd6034","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__NK4A214 group","s__"
"ASVb3f00c14","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASV565174ca","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","s__comes"
"ASVe1735733","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__"
"ASV32b7f41d","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family XIII AD3011 group","s__"
"ASV6fe28d84","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV888cb6aa","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__","s__"
"ASVcd514fea","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Mogibacterium","s__"
"ASVce1ccf61","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASV0f817222","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASV5c70edf5","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Xylanibacter","s__"
"ASV5976b3d2","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV432d9c69","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV113fb64c","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Tractidigestivibacter","s__"
"ASV6718274e","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASV40adaa3c","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Fusicatenibacter","s__"
"ASV8391efec","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV6da99acb","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV6981f7f2","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospiraceae FCS020 group","s__"
"ASVefc839ce","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__Peptococcus","s__"
"ASVdc847654","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASV7cb0e37c","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__"
"ASV87ad7495","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__fragilis"
"ASVa2f42a0a","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASV5df4229f","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASV22cf25a2","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__"
"ASVdd33fd4e","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__"
"ASVc3ed72e6","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__"
"ASV8a71cf26","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASVce32eddf","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Mogibacterium","s__"
"ASVb7de923f","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__","s__"
"ASV90b12c1d","k__Bacteria","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Acidaminococcus","s__fermentans"
"ASVea1e9bad","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillospira","s__"
"ASV798f05c2","k__Bacteria","p__Bacillota","c__Bacilli","o__Staphylococcales","f__Staphylococcaceae","g__Staphylococcus","s__saprophyticus"
"ASV29882383","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVfd2a5492","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Angelakisella","s__"
"ASV348c76d6","k__Bacteria","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","s__"
"ASV671496e9","k__Bacteria","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae R-7 group","s__"
"ASVa31ed8e2","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV945a12ff","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","s__"
"ASV22cc8807","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV9bbfebe3","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASV6b687319","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Colidextribacter","s__"
